Date,Adj Close_DBE,Adj Close_JPM,Adj Close_MA,Adj Close_NFLX,Adj Close_WMT,Adj Close_SPY
2017-01-03,13.062289237976074,76.10526275634766,102.4146499633789,127.48999786376953,206.8717803955078,62.29127502441406
2017-01-04,13.100935935974121,76.24564361572266,103.38639831542969,129.41000366210938,208.1024932861328,62.654178619384766
2017-01-05,13.168564796447754,75.54381561279297,104.18489074707031,131.80999755859375,207.93714904785156,62.790283203125
2017-01-06,13.158904075622559,75.55259704589844,104.93472290039062,131.07000732421875,208.68112182617188,61.92839813232422
2017-01-09,12.733800888061523,75.605224609375,104.730224609375,130.9499969482422,207.9923095703125,62.33664321899414
2017-01-10,12.58887767791748,75.82453918457031,104.50626373291016,129.88999938964844,207.9923095703125,61.90117645263672
2017-01-11,12.840076446533203,76.3947982788086,104.9833984375,130.5,208.58010864257812,62.173336029052734
2017-01-12,13.023643493652344,75.65785217285156,105.85980224609375,129.17999267578125,208.0565643310547,61.66530227661133
2017-01-13,12.936690330505371,76.06140899658203,105.85005187988281,133.6999969482422,208.53419494628906,60.9031867980957
2017-01-17,12.92702865600586,73.29794311523438,105.55792999267578,132.88999938964844,207.79942321777344,62.073543548583984
2017-01-18,12.685492515563965,73.64006805419922,105.81111145019531,133.25999450683594,208.25863647460938,61.79231262207031
2017-01-19,12.714476585388184,73.07860565185547,105.68452453613281,138.41000366210938,207.4871826171875,61.347740173339844
2017-01-20,12.869060516357422,73.40320587158203,107.0770263671875,138.60000610351562,208.2494354248047,60.948570251464844
2017-01-23,12.840076446533203,73.43828582763672,106.75569152832031,137.38999938964844,207.7075653076172,60.467742919921875
2017-01-24,12.869060516357422,74.32435607910156,107.03807067871094,140.11000061035156,209.0393524169922,61.14817428588867
2017-01-25,12.811092376708984,75.47362518310547,107.30101013183594,139.52000427246094,210.84864807128906,60.68545913696289
2017-01-26,12.965675354003906,76.10527801513672,106.51223754882812,138.9600067138672,210.6282196044922,60.54030990600586
2017-01-27,12.753122329711914,76.26318359375,106.96016693115234,142.4499969482422,210.29762268066406,59.56956481933594
2017-01-30,12.695154190063477,75.47362518310547,106.43433380126953,141.22000122070312,208.99339294433594,60.25905990600586
2017-01-31,12.695154190063477,74.24541473388672,103.5422134399414,140.7100067138672,208.97503662109375,60.549373626708984
2017-02-01,12.869060516357422,74.52615356445312,102.2470703125,140.77999877929688,209.0576629638672,60.08668518066406
2017-02-02,12.888383865356445,74.21031951904297,102.3833999633789,139.1999969482422,209.19544982910156,60.513084411621094
2017-02-03,12.888383865356445,76.48252868652344,103.78565216064453,140.25,210.63742065429688,60.33163833618164
2017-02-06,12.753122329711914,76.12281799316406,103.79536437988281,140.97000122070312,210.2608184814453,60.24091339111328
2017-02-07,12.646846771240234,76.0789566040039,103.80512237548828,144.0,210.27005004882812,60.68545913696289
2017-02-08,12.675830841064453,75.4122085571289,103.9219970703125,144.74000549316406,210.5455780029297,61.52012634277344
2017-02-09,12.753122329711914,76.50006866455078,104.48677825927734,144.13999938964844,211.794677734375,62.67232131958008
2017-02-10,12.888383865356445,76.32460021972656,104.45755767822266,144.82000732421875,212.63043212890625,61.71065139770508
2017-02-13,12.646846771240234,77.33348846435547,105.44109344482422,143.1999969482422,213.7877197265625,61.48384475708008
2017-02-14,12.685492515563965,78.57046508789062,106.02536010742188,140.82000732421875,214.64187622070312,62.29127502441406
2017-02-15,12.656509399414062,79.47407531738281,106.78490447998047,142.27000427246094,215.76239013671875,62.318511962890625
2017-02-16,12.58887767791748,79.42146301269531,106.43433380126953,142.00999450683594,215.57864379882812,62.4818115234375
2017-02-17,12.58887767791748,79.15826416015625,106.55119323730469,142.22000122070312,215.9185028076172,62.9354248046875
2017-02-21,12.521247863769531,79.8425521850586,107.27179718017578,142.60000610351562,217.204345703125,64.82249450683594
2017-02-22,12.453618049621582,79.88641357421875,106.57067108154297,143.86000061035156,217.011474609375,65.0583724975586
2017-02-23,12.569555282592773,79.94782257080078,107.83658599853516,142.77999877929688,217.15843200683594,64.69548034667969
2017-02-24,12.540570259094238,79.24597930908203,108.08975982666016,143.25,217.43397521972656,65.6753158569336
2017-02-27,12.559893608093262,79.33372497558594,107.67102813720703,143.41000366210938,217.77381896972656,65.08560180664062
2017-02-28,12.579216957092285,79.50039672851562,107.56390380859375,142.1300048828125,217.1859588623047,64.35072326660156
2017-03-01,12.540570259094238,82.11475372314453,109.36540985107422,142.64999389648438,220.22604370117188,63.915245056152344
2017-03-02,12.347341537475586,80.83389282226562,108.41110229492188,139.52999877929688,218.8391876220703,64.19648742675781
2017-03-03,12.414972305297852,81.41290283203125,108.81035614013672,139.13999938964844,218.97695922851562,63.53421401977539
2017-03-06,12.472940444946289,80.6408920288086,108.4403305053711,141.94000244140625,218.32484436035156,63.398128509521484
2017-03-07,12.472940444946289,80.1934814453125,108.05079650878906,141.42999267578125,217.67274475097656,63.38905715942383
2017-03-08,12.057497024536133,80.01801300048828,108.07029724121094,140.32000732421875,217.26864624023438,63.791175842285156
2017-03-09,11.941559791564941,80.33384704589844,107.88526153564453,140.52999877929688,217.54415893554688,63.846012115478516
2017-03-10,11.738669395446777,80.07941436767578,108.29425048828125,140.88999938964844,218.3064727783203,64.06534576416016
2017-03-13,11.690362930297852,80.14959716796875,108.60586547851562,143.52000427246094,218.41671752929688,63.928245544433594
2017-03-14,11.64205551147461,80.28119659423828,107.5931167602539,143.19000244140625,217.5809326171875,64.63196563720703
2017-03-15,11.71934700012207,80.47419738769531,109.08301544189453,145.25,219.46371459960938,64.50403594970703
2017-03-16,11.68070125579834,80.39523315429688,109.71598052978516,144.38999938964844,219.03207397460938,64.37608337402344
2017-03-17,11.700023651123047,79.55303192138672,109.8718032836914,145.11000061035156,218.64739990234375,63.8734245300293
